,id,entropy,KL_div,norm_entropy_diff
0,5,4.745200958036631,11.080588695489691,0.358507150835894
1,38,3.170506267751909,11.501907774532445,0.5713865193531541
2,59,3.8301604345647915,12.121336009063597,0.4822093834059217
3,90,7.244140280670658,0.3063287760791711,0.020681267350445204
4,101,4.105300062745423,11.502266070922836,0.4450138872487738
5,110,4.831129002665556,10.231302813272322,0.34689073529109976
6,118,6.4735876973170505,4.878012795682956,0.12485050622937997
7,131,3.818710730275736,12.387512532445466,0.48375724270449005
8,203,4.435426425759954,10.803248634846108,0.4003848603504064
9,213,2.583413599386045,9.640076657450237,0.650754232519343
10,232,2.369472015973045,11.126535444283899,0.6796765051716419
11,236,5.028652988172803,10.293032112678066,0.320187920097005
12,251,2.733126150358563,11.445452679969147,0.6305149356532468
13,280,4.572494075420758,10.978814681711972,0.38185499873090656
14,292,3.739442047603573,11.096679945440167,0.4944733943588746
15,300,4.6366480443527225,11.046532926903883,0.3731821706084957
16,343,2.6437090072172698,12.006288351954446,0.6426030344345377
17,360,2.3002973518726053,10.211966199785351,0.6890280695745374
18,368,2.6547545013348968,12.163325394779815,0.6411098193832465
19,382,3.8257406544680093,11.83983396148967,0.4828068833541929
20,395,3.8344107741351214,11.053874041230426,0.4816347897343369
21,396,2.9652412009642353,11.573717226671246,0.5991358335954676
22,406,2.055085932167592,9.915138075533989,0.7221776397750858
23,407,4.644093061786284,10.20802234409075,0.3721756957536334
24,433,4.072037500726079,10.543455131685308,0.4495105768239852
25,496,3.1936455030409663,11.916434813810977,0.5682583791322608
26,501,6.909093867786572,2.185147891801984,0.06597542452185297
27,511,3.720665592367802,11.058438999151111,0.49701174033682466
28,515,2.402432664167864,11.122519179197777,0.675220630634868
29,526,3.4171161048549337,12.083941800289118,0.5380479003074876
30,542,4.433935438036523,11.853598551916981,0.4005864235657962
31,574,5.1245983826103725,9.592252747213237,0.3072172819752011
32,581,2.4052294380146804,10.983672874896534,0.674842541184215
33,596,4.691517233129289,10.311418641852132,0.36576453064954084
34,619,6.590319886145835,3.5292194344261354,0.10906974898365886
35,632,7.373100586160844,0.033513664158214745,0.0032474190204047977
36,673,4.209542138846935,10.669633004621824,0.4309216397354443
37,675,3.2725874985577392,10.158775883363845,0.5575863915661731
38,698,5.368658950907248,9.277070434467282,0.2742232927406223
